Date,Open,High,Low,Close,Adj Close,Volume
2015-07-21,52.559700,52.858398,52.161598,52.858398,42.081886,10719777
2015-07-22,52.460201,52.758801,52.261101,52.360699,41.685654,12004623
2015-07-23,52.261101,52.360699,51.265701,51.464802,40.972412,22737460
2015-07-24,51.763401,51.962502,51.464802,51.763401,41.210129,11704256
2015-07-27,51.663799,51.663799,49.971600,50.170700,39.942139,22668144
2015-07-28,50.767899,50.867500,49.374298,49.374298,39.308102,25778296
2015-07-29,49.623199,49.872002,49.025902,49.473900,39.387405,19903565
2015-07-30,49.772499,51.166100,49.722698,50.270199,40.021351,14893769
2015-07-31,49.872002,50.767899,49.772499,50.767899,40.417583,16191675
2015-08-03,50.668400,50.668400,49.374298,50.071098,39.862846,9840777
2015-08-04,50.170700,50.767899,49.971600,50.568802,40.259079,13642074
2015-08-05,50.568802,50.966999,50.369801,50.369801,40.100647,12586270
2015-08-06,50.867500,50.966999,49.523602,49.872002,39.704334,12287912
2015-08-07,49.623199,50.469299,49.623199,49.772499,39.625122,15150939
2015-08-10,49.672901,50.270199,49.573399,50.170700,39.942139,10221509
2015-08-11,50.767899,50.867500,49.722698,49.872002,39.704334,19617262
2015-08-12,48.777000,48.976101,45.292999,46.338200,36.890991,65044967
2015-08-13,46.338200,47.383400,46.288399,46.288399,36.851345,30817224
2015-08-14,46.487499,47.234100,46.487499,46.786098,37.247574,14355319
2015-08-17,46.786098,46.935501,46.039600,46.388000,36.930637,20271238
2015-08-18,46.089298,46.388000,44.496601,44.596100,35.504066,32722895
2015-08-19,44.596100,44.596100,42.754601,43.451401,34.592739,38377625
2015-08-20,43.451401,44.745499,43.103001,43.799801,34.870110,33567739
2015-08-21,42.903900,43.202499,42.306599,42.306599,33.681335,33456232
2015-08-24,41.510300,42.605301,38.424400,40.813400,32.492561,67754295
2015-08-25,41.012501,43.501202,40.813400,43.003399,34.236069,51451112
2015-08-26,42.804298,44.994301,42.007999,44.397099,35.345631,58112423
2015-08-27,44.496601,44.596100,43.650501,44.397099,35.345631,36364465
2015-08-28,44.994301,46.238602,44.695702,45.790699,36.455112,41910702
2015-08-31,45.392502,46.686600,44.994301,46.686600,37.168365,33537602
2015-09-01,46.288399,46.537300,44.994301,44.994301,35.821079,21105032
2015-09-02,44.297501,45.840500,43.849602,45.044102,35.860725,25615555
2015-09-03,45.641399,45.641399,44.297501,45.044102,35.860725,22393896
2015-09-04,44.745499,45.193401,44.496601,44.745499,35.623001,17525745
2015-09-07,44.596100,45.292999,44.048698,44.496601,35.424847,20366672
2015-09-08,44.496601,44.546398,43.650501,44.098400,35.107834,19073789
2015-09-09,44.745499,45.442299,44.695702,45.044102,35.860725,34980166
2015-09-10,44.795200,45.143600,44.546398,44.645901,35.543705,20869962
2015-09-11,44.695702,44.944599,44.546398,44.894798,35.741867,16228844
2015-09-14,45.193401,45.292999,44.347301,44.596100,35.504066,17411224
2015-09-15,45.044102,45.342701,44.745499,44.795200,35.662571,26283595
2015-09-16,45.292999,46.686600,45.044102,46.238602,36.811699,39493704
2015-09-17,46.786098,47.781601,46.786098,47.781601,38.040119,37548854
2015-09-18,47.383400,47.831402,46.786098,47.383400,37.723095,25915922
2015-09-21,46.587101,46.636799,45.890202,46.139099,36.732487,23919840
2015-09-22,46.537300,47.084801,46.089298,46.835899,37.287220,12302981
2015-09-23,46.288399,46.487499,45.840500,46.238602,36.811699,20659002
2015-09-24,46.238602,46.537300,45.890202,45.890202,36.534328,17901455
2015-09-25,45.591599,45.591599,44.496601,44.645901,35.543705,28956759
2015-09-29,44.645901,44.645901,44.645901,44.645901,35.543705,0
2015-09-30,43.799801,44.745499,43.202499,44.745499,35.623001,49408820
2015-10-01,44.446800,45.591599,43.849602,45.044102,35.860725,29781511
2015-10-02,45.044102,45.093899,44.446800,44.496601,35.424847,20187858
2015-10-05,45.193401,45.442299,44.596100,45.442299,36.177742,16211766
2015-10-06,45.790699,46.437698,45.691101,45.691101,36.375824,19264658
2015-10-07,45.691101,46.537300,45.442299,46.537300,37.049500,17910496
2015-10-08,46.736401,46.736401,45.790699,45.939999,36.573975,16394598
2015-10-12,46.288399,46.537300,45.790699,45.989799,36.613621,19918633
2015-10-13,45.989799,46.238602,45.641399,45.989799,36.613621,24756647
2015-10-14,45.989799,45.989799,45.691101,45.691101,36.375824,10934755
2015-10-15,45.989799,46.139099,45.691101,45.691101,36.375824,15832038
2015-10-16,46.089298,46.388000,45.691101,45.890202,36.534328,24065502
2015-10-19,46.288399,46.338200,45.989799,46.288399,36.851345,19298813
2015-10-20,46.437698,46.537300,46.238602,46.487499,37.009853,15333771
2015-10-21,46.487499,46.537300,46.288399,46.288399,36.851345,14196597
2015-10-22,46.238602,46.288399,45.939999,46.039600,36.653267,6061581
2015-10-23,46.636799,46.985199,46.437698,46.786098,37.247574,17646294
2015-10-26,47.084801,47.283901,46.487499,46.686600,37.168365,20263201
2015-10-27,47.035000,47.035000,46.338200,46.537300,37.049500,15302630
2015-10-28,46.587101,46.985199,46.437698,46.736401,37.208008,9861873
2015-10-29,46.736401,46.736401,45.890202,45.890202,36.534328,12786179
2015-10-30,45.939999,46.636799,45.591599,46.188900,36.772129,21236630
2015-11-02,45.890202,46.487499,45.790699,46.487499,37.009853,13164902
2015-11-03,46.537300,47.283901,46.487499,47.234100,37.604240,26020398
2015-11-04,47.483002,47.881100,46.885700,47.831402,38.079765,35524644
2015-11-05,48.130001,49.274799,47.781601,49.274799,39.228893,35888298
2015-11-06,49.175201,49.175201,47.781601,47.831402,38.079765,23917830
2015-11-09,48.677502,48.727299,47.731800,47.881100,38.119331,17985839
2015-11-10,47.283901,47.283901,46.437698,46.537300,37.049500,18717166
2015-11-11,46.537300,46.935501,45.989799,46.188900,36.772129,13414036
2015-11-12,46.238602,46.388000,45.292999,45.591599,36.296600,17932596
2015-11-13,45.591599,46.587101,45.591599,45.989799,36.613621,18199812
2015-11-16,45.442299,46.786098,45.143600,46.587101,37.089149,25903867
2015-11-17,46.786098,47.184299,46.487499,46.587101,37.089149,15984733
2015-11-18,46.089298,46.636799,45.591599,45.591599,36.296600,14727010
2015-11-19,46.089298,46.786098,45.591599,46.786098,37.247574,18612691
2015-11-20,46.636799,46.636799,45.989799,46.089298,36.692837,8897485
2015-11-23,46.487499,46.487499,45.939999,46.089298,36.692837,6986791
2015-11-24,46.089298,46.686600,46.039600,46.288399,36.851345,8524789
2015-11-25,46.935501,46.935501,46.039600,46.288399,36.851345,8723694
2015-11-26,46.736401,47.035000,46.388000,46.388000,36.930637,10433474
2015-11-27,46.388000,46.786098,46.238602,46.288399,36.851345,7333368
2015-11-30,45.392502,45.790699,44.795200,45.442299,36.177742,49903068
2015-12-01,45.641399,46.089298,45.342701,46.089298,36.692837,22260288
2015-12-02,45.989799,46.487499,45.989799,46.039600,36.653267,10637402
2015-12-03,45.392502,46.139099,45.342701,45.541801,36.256958,10281784
2015-12-04,45.143600,45.243198,44.795200,44.894798,35.741867,19301827
2015-12-07,45.392502,45.890202,45.093899,45.093899,35.900375,9836759
2015-12-08,44.894798,45.044102,43.799801,43.799801,34.870110,24463312
2015-12-09,43.600700,43.600700,42.654999,42.654999,33.958702,29164705
2015-12-10,42.007999,43.152699,41.410702,43.103001,34.315369,33717421
2015-12-11,42.804298,42.903900,41.858700,42.057800,33.483257,23164402
2015-12-14,41.560001,42.057800,40.912998,41.560001,33.086952,12040788
2015-12-15,41.808899,42.207100,41.510300,41.808899,33.285103,12625448
2015-12-16,42.605301,42.605301,41.808899,41.808899,33.285103,13153852
2015-12-17,42.256802,43.351799,42.256802,43.351799,34.513447,17371041
2015-12-18,42.605301,42.754601,42.207100,42.555500,33.879490,17955702
2015-12-21,41.808899,42.903900,41.808899,42.903900,34.156860,11696220
2015-12-22,43.053200,43.202499,42.804298,43.152699,34.354935,6992818
2015-12-23,43.302101,43.799801,43.053200,43.252300,34.434231,8991915
2015-12-24,43.700199,43.998901,43.451401,43.501202,34.632385,5173540
2015-12-25,43.799801,43.799801,43.302101,43.600700,34.711597,3271887
2015-12-28,43.750000,43.849602,43.550900,43.799801,34.870110,6392085
2015-12-29,43.799801,43.799801,43.351799,43.451401,34.592739,2808780
2015-12-30,43.750000,43.750000,42.505699,43.103001,34.315369,11213021
2015-12-31,42.804298,46.089298,42.455898,46.089298,36.692837,15551763
2016-01-04,43.998901,44.247700,41.808899,41.808899,33.285103,31292386
2016-01-05,41.808899,42.207100,40.863201,40.912998,32.571854,26525697
2016-01-06,41.261398,41.311199,40.116600,40.166401,31.977470,25971174
2016-01-07,39.967300,40.415298,38.623501,39.469601,31.422735,47076206
2016-01-08,39.419800,40.713902,39.220699,39.768200,31.660448,27953192
2016-01-11,39.320301,39.320301,38.673199,38.822498,30.907553,26670355
2016-01-12,39.320301,39.519402,38.374599,38.723000,30.828344,28505706
2016-01-13,39.170898,39.270500,37.876900,38.225300,30.432106,37304744
2016-01-14,37.777302,37.777302,36.632599,36.831600,29.322552,42738468
2016-01-15,36.881401,37.229801,34.840698,35.338501,28.133858,67492102
2016-01-18,34.143902,35.238899,33.944801,34.840698,27.737545,81959934
2016-01-19,34.691399,35.288700,34.492298,35.139400,27.975349,33358789
2016-01-20,34.741199,34.890499,33.695999,33.745701,26.865791,39854345
2016-01-21,34.143902,34.342999,33.447102,33.447102,26.628069,35494507
2016-01-22,34.044399,34.143902,33.646198,33.944801,27.024302,22969515
2016-01-25,34.342999,35.288700,34.243500,35.089600,27.935703,33086550
2016-01-26,34.542099,34.741199,33.944801,33.944801,27.024302,26760766
2016-01-27,34.193699,34.442600,33.695999,33.944801,27.024302,22296453
2016-01-28,33.994598,34.342999,33.944801,33.994598,27.063942,24169978
2016-01-29,34.193699,36.284100,34.143902,35.935699,28.609303,58821650
2016-01-30,null,null,null,null,null,null
2016-02-01,37.329399,37.329399,36.383701,36.831600,29.322552,44888250
2016-02-02,36.582802,37.279598,36.433498,36.831600,29.322552,33258332
2016-02-03,36.333900,36.333900,35.487801,35.637100,28.371582,45683870
2016-02-15,33.895100,35.238899,33.845299,34.840698,27.737545,37217346
2016-02-16,35.238899,36.781898,35.189201,36.483200,29.045183,37777897
2016-02-17,36.831600,36.881401,35.836201,35.836201,28.530092,22514445
2016-02-18,36.632599,36.881401,36.483200,36.732101,29.243340,26235376
2016-02-19,36.333900,36.831600,36.234402,36.831600,29.322552,15665280
2016-02-22,37.030701,37.329399,36.483200,36.732101,29.243340,20272242
2016-02-23,37.030701,37.130299,36.732101,36.931198,29.401844,12841431
2016-02-24,36.781898,37.030701,36.433498,36.433498,29.005613,13506457
2016-02-25,36.582802,37.130299,36.533001,36.732101,29.243340,18619723
2016-02-26,36.980999,37.329399,36.781898,37.130299,29.560352,16724098
2016-03-01,36.234402,37.229801,36.234402,36.881401,29.362198,19307854
2016-03-02,37.428902,38.076000,37.229801,38.026199,30.273602,39971880
2016-03-03,38.076000,39.320301,38.026199,39.270500,31.264223,43458746
2016-03-04,39.320301,39.618900,38.822498,39.170898,31.184927,31870014
2016-03-07,39.668701,40.116600,39.220699,39.419800,31.383080,28386162
2016-03-08,39.818001,39.818001,38.872299,39.469601,31.422735,24088608
2016-03-09,39.121201,39.419800,38.772800,39.320301,31.303869,17326840
2016-03-10,39.071400,39.718399,38.872299,39.071400,31.105713,17706568
2016-03-11,39.121201,39.220699,38.573700,39.220699,31.224571,22249238
2016-03-14,39.818001,39.917500,39.270500,39.369999,31.343433,25137380
2016-03-15,39.569099,39.569099,38.424400,38.424400,30.590620,23322120
2016-03-16,38.772800,39.021599,38.573700,38.822498,30.907553,13420063
2016-03-17,39.170898,39.818001,38.822498,38.971901,31.026497,31530469
2016-03-18,39.170898,39.369999,39.071400,39.220699,31.224571,21674623
2016-03-21,39.369999,39.469601,38.623501,38.922100,30.986851,24015274
2016-03-22,38.723000,38.723000,38.324799,38.573700,30.709482,16984281
2016-03-23,38.723000,39.220699,38.374599,38.474098,30.630184,22206041
2016-03-24,38.125702,38.175499,37.478699,37.727501,30.035805,35705467
2016-03-25,37.976398,38.026199,37.528500,37.727501,30.035805,12190469
2016-03-28,37.578201,37.876900,37.528500,37.727501,30.035805,8968809
